relationship_id,expert_A_id,expert_B_id,relationship_type,relationship_description,relationship_value
26323,820854,820921,论文合作,合作次数,1.0
26324,820854,821991,论文合作,合作次数,2.0
26325,820854,820864,论文合作,合作次数,2.0
26326,820854,012134,论文合作,合作次数,2.0
26327,820854,160016,论文合作,合作次数,1.0
26328,820854,011008,论文合作,合作次数,2.0
26329,820854,820895,论文合作,合作次数,1.0
26330,820854,121014,论文合作,合作次数,2.0
26331,820854,150016,论文合作,合作次数,2.0
26332,820854,011012,论文合作,合作次数,2.0
26333,820854,102037,论文合作,合作次数,2.0
26334,820854,102032,论文合作,合作次数,7.0
26335,820854,724586,论文合作,合作次数,3.0
26336,820854,006050,论文合作,合作次数,4.0
26337,820854,142018,论文合作,合作次数,3.0
26338,820854,142070,论文合作,合作次数,2.0
26339,820854,150175,论文合作,合作次数,2.0
26340,820854,821442,论文合作,合作次数,3.0
26341,820854,820811,论文合作,合作次数,4.0
26342,820854,820868,论文合作,合作次数,1.0
26343,820854,060118,论文合作,合作次数,3.0
26344,820854,040160,论文合作,合作次数,4.0
26345,820854,822059,论文合作,合作次数,4.0
26346,820854,132037,论文合作,合作次数,2.0
26347,820854,182003,论文合作,合作次数,1.0
26348,820854,820949,论文合作,合作次数,1.0
26349,820854,122017,论文合作,合作次数,6.0
26350,820854,182013,论文合作,合作次数,2.0
26351,820854,192001,论文合作,合作次数,2.0
26352,820854,190116,论文合作,合作次数,1.0
26353,820854,203517,论文合作,合作次数,1.0
26354,820854,200384,论文合作,合作次数,2.0
26355,820854,820876,论文合作,合作次数,2.0
26356,820854,092025,论文合作,合作次数,3.0
26357,820868,820857,论文合作,合作次数,1.0
26358,820868,820865,论文合作,合作次数,1.0
26359,820868,162033,论文合作,合作次数,1.0
26360,820868,062001,论文合作,合作次数,1.0
26361,820868,820864,论文合作,合作次数,1.0
26362,820868,142018,论文合作,合作次数,1.0
26363,820868,820854,论文合作,合作次数,1.0
26364,820868,822092,论文合作,合作次数,1.0
26365,820868,820876,论文合作,合作次数,1.0
26366,820875,820878,论文合作,合作次数,1.0
26367,820875,860295,论文合作,合作次数,1.0
26368,820875,821997,论文合作,合作次数,1.0
26369,820875,040185,论文合作,合作次数,1.0
26370,820875,821881,论文合作,合作次数,1.0
26371,820904,152023,论文合作,合作次数,1.0
26372,820904,821977,论文合作,合作次数,1.0
26373,145308,070061,论文合作,合作次数,1.0
26374,145308,851307,论文合作,合作次数,1.0
26375,145308,085096,论文合作,合作次数,1.0
26376,145308,850799,论文合作,合作次数,1.0
26377,160017,090032,论文合作,合作次数,1.0
26378,160017,020128,论文合作,合作次数,20.0
26379,160017,120205,论文合作,合作次数,20.0
26380,160017,006760,论文合作,合作次数,1.0
26381,160017,160016,论文合作,合作次数,1.0
26382,160017,090060,论文合作,合作次数,2.0
26383,160022,170235,论文合作,合作次数,2.0
26384,160022,150022,论文合作,合作次数,1.0
26385,160024,180081,论文合作,合作次数,6.0
26386,160024,020165,论文合作,合作次数,2.0
26387,160024,060143,论文合作,合作次数,2.0
26388,160024,190569,论文合作,合作次数,6.0
26389,160025,006533,论文合作,合作次数,1.0
26390,160025,120255,论文合作,合作次数,1.0
26391,160025,871171,论文合作,合作次数,1.0
26392,160025,160036,论文合作,合作次数,3.0
26393,160025,060019,论文合作,合作次数,1.0
26394,160025,110122,论文合作,合作次数,2.0
26395,160025,120293,论文合作,合作次数,1.0
26396,160025,090203,论文合作,合作次数,2.0
26397,160025,006373,论文合作,合作次数,11.0
26398,160025,060056,论文合作,合作次数,1.0
26399,160025,120018,论文合作,合作次数,4.0
26400,160025,180248,论文合作,合作次数,1.0
26401,160025,120021,论文合作,合作次数,2.0
26402,160025,190521,论文合作,合作次数,2.0
26403,160030,050059,论文合作,合作次数,1.0
26404,160039,170239,论文合作,合作次数,7.0
26405,160039,080111,论文合作,合作次数,2.0
26406,160039,130007,论文合作,合作次数,1.0
26407,160039,110161,论文合作,合作次数,2.0
26408,160039,140005,论文合作,合作次数,1.0
26409,160039,090203,论文合作,合作次数,13.0
26410,160039,160281,论文合作,合作次数,4.0
26411,160039,190302,论文合作,合作次数,1.0
26412,160039,200149,论文合作,合作次数,2.0
26413,160039,200320,论文合作,合作次数,2.0
26414,160039,210229,论文合作,合作次数,3.0
26415,820979,132042,论文合作,合作次数,3.0
26416,820979,122032,论文合作,合作次数,2.0
26417,820979,821108,论文合作,合作次数,1.0
26418,820979,160262,论文合作,合作次数,1.0
26419,820979,112032,论文合作,合作次数,2.0
26420,820979,820984,论文合作,合作次数,2.0
26421,820979,072012,论文合作,合作次数,1.0
26422,820979,182046,论文合作,合作次数,2.0
26423,820979,182049,论文合作,合作次数,1.0
26424,820979,192098,论文合作,合作次数,2.0
26425,820984,083085,论文合作,合作次数,1.0
26426,820984,120232,论文合作,合作次数,1.0
26427,820984,812279,论文合作,合作次数,1.0
26428,820984,160262,论文合作,合作次数,1.0
26429,820984,112032,论文合作,合作次数,2.0
26430,820984,011077,论文合作,合作次数,1.0
26431,820984,820979,论文合作,合作次数,2.0
26432,830890,860704,论文合作,合作次数,1.0
26433,830890,011093,论文合作,合作次数,1.0
26434,830890,071079,论文合作,合作次数,1.0
26435,830890,170019,论文合作,合作次数,1.0
26436,830890,200540,论文合作,合作次数,1.0
26437,830907,103067,论文合作,合作次数,1.0
26438,830907,123019,论文合作,合作次数,1.0
26439,830907,730910,论文合作,合作次数,1.0
26440,830907,201021,论文合作,合作次数,1.0
26441,150153,060139,论文合作,合作次数,2.0
26442,150157,005171,论文合作,合作次数,1.0
26443,150157,170085,论文合作,合作次数,1.0
26444,150157,070140,论文合作,合作次数,1.0
26445,150157,110174,论文合作,合作次数,3.0
26446,150157,190175,论文合作,合作次数,1.0
26447,150157,210530,论文合作,合作次数,1.0
26448,150167,004495,论文合作,合作次数,6.0
26449,150171,830947,论文合作,合作次数,1.0
26450,150171,140166,论文合作,合作次数,2.0
26451,160046,020112,论文合作,合作次数,1.0
26452,160046,150180,论文合作,合作次数,8.0
26453,160046,150022,论文合作,合作次数,2.0
26454,160054,180108,论文合作,合作次数,3.0
26455,830440,830389,论文合作,合作次数,1.0
26456,830440,830414,论文合作,合作次数,1.0
26457,830440,830399,论文合作,合作次数,1.0
26458,830440,073082,论文合作,合作次数,1.0
26459,830440,123163,论文合作,合作次数,1.0
26460,830440,103110,论文合作,合作次数,1.0
26461,830440,830385,论文合作,合作次数,1.0
26462,830440,163113,论文合作,合作次数,1.0
26463,830920,063036,论文合作,合作次数,1.0
26464,830920,183467,论文合作,合作次数,1.0
26465,830920,133103,论文合作,合作次数,2.0
26466,830920,830917,论文合作,合作次数,2.0
26467,030191,100095,论文合作,合作次数,2.0
26468,040010,100002,论文合作,合作次数,1.0
26469,040010,190524,论文合作,合作次数,1.0
26470,851307,070061,论文合作,合作次数,1.0
26471,851307,145308,论文合作,合作次数,1.0
26472,851307,085096,论文合作,合作次数,1.0
26473,851307,850799,论文合作,合作次数,1.0
26474,020030,006048,论文合作,合作次数,2.0
26475,020030,006537,论文合作,合作次数,2.0
26476,020030,012057,论文合作,合作次数,2.0
26477,140212,150149,论文合作,合作次数,3.0
26478,140212,110023,论文合作,合作次数,39.0
26479,140222,020034,论文合作,合作次数,3.0
26480,140231,120226,论文合作,合作次数,1.0
26481,140241,005671,论文合作,合作次数,3.0
26482,140241,006415,论文合作,合作次数,19.0
26483,140245,040036,论文合作,合作次数,6.0
26484,140245,070007,论文合作,合作次数,13.0
26485,140245,060017,论文合作,合作次数,7.0
26486,140245,004695,论文合作,合作次数,1.0
26487,140245,100038,论文合作,合作次数,4.0
26488,140245,020178,论文合作,合作次数,1.0
26489,140245,004927,论文合作,合作次数,1.0
26490,140245,180721,论文合作,合作次数,3.0
26491,140245,200509,论文合作,合作次数,4.0
26492,140245,070012,论文合作,合作次数,5.0
26493,140252,170232,论文合作,合作次数,1.0
26494,140252,012023,论文合作,合作次数,1.0
26495,140252,006380,论文合作,合作次数,12.0
26496,140252,005426,论文合作,合作次数,1.0
26497,140252,060130,论文合作,合作次数,2.0
26498,140252,020088,论文合作,合作次数,2.0
26499,140252,110038,论文合作,合作次数,1.0
26500,140256,060085,论文合作,合作次数,4.0
26501,140256,120120,论文合作,合作次数,1.0
26502,140256,090006,论文合作,合作次数,20.0
26503,140256,210158,论文合作,合作次数,1.0
26504,140256,220514,论文合作,合作次数,9.0
26505,020120,080120,论文合作,合作次数,1.0
26506,020120,006803,论文合作,合作次数,2.0
26507,040019,050172,论文合作,合作次数,1.0
26508,040019,030180,论文合作,合作次数,31.0
26509,040019,030160,论文合作,合作次数,1.0
26510,040049,070008,论文合作,合作次数,2.0
26511,040049,120312,论文合作,合作次数,77.0
26512,040049,160280,论文合作,合作次数,4.0
26513,040049,080010,论文合作,合作次数,10.0
26514,040049,020184,论文合作,合作次数,97.0
26515,040049,060053,论文合作,合作次数,94.0
26516,040049,200536,论文合作,合作次数,20.0
26517,040072,080071,论文合作,合作次数,1.0
26518,040072,070116,论文合作,合作次数,2.0
26519,040072,140121,论文合作,合作次数,1.0
26520,040072,190125,论文合作,合作次数,2.0
26521,040072,190107,论文合作,合作次数,1.0
26522,040072,060104,论文合作,合作次数,1.0
26523,851349,075031,论文合作,合作次数,1.0
26524,851349,125081,论文合作,合作次数,1.0
26525,851349,850820,论文合作,合作次数,1.0
26526,851349,175364,论文合作,合作次数,1.0
26527,140259,140243,论文合作,合作次数,2.0
26528,140259,071780,论文合作,合作次数,1.0
26529,140259,040153,论文合作,合作次数,2.0
26530,140259,120295,论文合作,合作次数,1.0
26531,140259,120275,论文合作,合作次数,1.0
26532,140259,012082,论文合作,合作次数,5.0
26533,140259,012128,论文合作,合作次数,1.0
26534,140259,070157,论文合作,合作次数,2.0
26535,140259,100165,论文合作,合作次数,2.0
26536,140259,301802,论文合作,合作次数,1.0
26537,140259,210569,论文合作,合作次数,4.0
26538,140259,210536,论文合作,合作次数,2.0
26539,140260,100133,论文合作,合作次数,1.0
26540,020125,050184,论文合作,合作次数,2.0
26541,020125,090055,论文合作,合作次数,2.0
26542,020125,100147,论文合作,合作次数,2.0
26543,020125,005061,论文合作,合作次数,58.0
26544,020148,040167,论文合作,合作次数,1.0
26545,020148,040188,论文合作,合作次数,1.0
26546,020148,180374,论文合作,合作次数,15.0
26547,020148,150050,论文合作,合作次数,2.0
26548,020159,130242,论文合作,合作次数,1.0
26549,020159,030135,论文合作,合作次数,1.0
26550,020159,860645,论文合作,合作次数,1.0
26551,020159,125507,论文合作,合作次数,1.0
26552,020159,120043,论文合作,合作次数,1.0
26553,020159,215523,论文合作,合作次数,1.0
26554,020178,080112,论文合作,合作次数,16.0
26555,020178,130030,论文合作,合作次数,1.0
26556,020178,006855,论文合作,合作次数,4.0
26557,020178,120007,论文合作,合作次数,1.0
26558,020178,110161,论文合作,合作次数,7.0
26559,020178,110091,论文合作,合作次数,1.0
26560,020178,020016,论文合作,合作次数,1.0
26561,020178,050199,论文合作,合作次数,14.0
26562,020178,140032,论文合作,合作次数,3.0
26563,020178,120001,论文合作,合作次数,11.0
26564,020178,004695,论文合作,合作次数,79.0
26565,020178,130318,论文合作,合作次数,4.0
26566,020178,140245,论文合作,合作次数,1.0
26567,020178,140043,论文合作,合作次数,1.0
26568,020178,110160,论文合作,合作次数,1.0
26569,020178,120019,论文合作,合作次数,1.0
26570,020178,004927,论文合作,合作次数,77.0
26571,020178,004567,论文合作,合作次数,7.0
26572,020178,180372,论文合作,合作次数,11.0
26573,020178,210029,论文合作,合作次数,3.0
26574,020178,220553,论文合作,合作次数,10.0
26575,020178,220529,论文合作,合作次数,5.0
26576,060086,060149,论文合作,合作次数,6.0
26577,060090,090016,论文合作,合作次数,1.0
26578,060090,110129,论文合作,合作次数,1.0
26579,060118,050190,论文合作,合作次数,11.0
26580,060118,050041,论文合作,合作次数,1.0
26581,060118,831207,论文合作,合作次数,1.0
26582,060118,814256,论文合作,合作次数,1.0
26583,060118,081080,论文合作,合作次数,1.0
26584,060118,092027,论文合作,合作次数,1.0
26585,060118,014136,论文合作,合作次数,1.0
26586,060118,140216,论文合作,合作次数,1.0
26587,060118,724586,论文合作,合作次数,1.0
26588,060118,070163,论文合作,合作次数,1.0
26589,060118,142070,论文合作,合作次数,2.0
26590,060118,821442,论文合作,合作次数,2.0
26591,060118,820811,论文合作,合作次数,3.0
26592,060118,820854,论文合作,合作次数,3.0
26593,060118,822059,论文合作,合作次数,4.0
26594,060118,132037,论文合作,合作次数,1.0
26595,060118,100144,论文合作,合作次数,4.0
26596,060118,110137,论文合作,合作次数,7.0
26597,060118,120140,论文合作,合作次数,1.0
26598,060118,820949,论文合作,合作次数,1.0
26599,060118,120240,论文合作,合作次数,3.0
26600,060118,210224,论文合作,合作次数,4.0
26601,060124,004875,论文合作,合作次数,5.0
26602,060124,070144,论文合作,合作次数,15.0
26603,060124,120212,论文合作,合作次数,23.0
26604,060124,005302,论文合作,合作次数,13.0
26605,060124,005797,论文合作,合作次数,2.0
26606,060124,140002,论文合作,合作次数,1.0
26607,060124,020179,论文合作,合作次数,4.0
26608,060124,190503,论文合作,合作次数,1.0
26609,060124,220560,论文合作,合作次数,1.0
26610,060124,220528,论文合作,合作次数,1.0
26611,060124,230511,论文合作,合作次数,1.0
26612,821814,030031,论文合作,合作次数,1.0
26613,821814,112011,论文合作,合作次数,1.0
26614,821814,182029,论文合作,合作次数,3.0
26615,821814,162015,论文合作,合作次数,4.0
26616,012176,812310,论文合作,合作次数,2.0
26617,012176,081080,论文合作,合作次数,10.0
26618,012176,081079,论文合作,合作次数,1.0
26619,012176,120012,论文合作,合作次数,1.0
26620,012176,150179,论文合作,合作次数,1.0
26621,012176,200125,论文合作,合作次数,1.0
26622,040178,130160,论文合作,合作次数,1.0
26623,041006,812431,论文合作,合作次数,1.0
26624,041006,071050,论文合作,合作次数,1.0
26625,041006,051052,论文合作,合作次数,1.0
26626,041006,111022,论文合作,合作次数,1.0
26627,041006,131164,论文合作,合作次数,4.0
26628,041006,131163,论文合作,合作次数,1.0
26629,041006,812636,论文合作,合作次数,2.0
26630,041006,061023,论文合作,合作次数,1.0
26631,041006,101000,论文合作,合作次数,1.0
26632,041006,830572,论文合作,合作次数,4.0
26633,140262,005763,论文合作,合作次数,11.0
26634,140262,020071,论文合作,合作次数,16.0
26635,140262,080118,论文合作,合作次数,2.0
26636,140262,006520,论文合作,合作次数,4.0
26637,140262,060055,论文合作,合作次数,1.0
26638,140262,140137,论文合作,合作次数,2.0
26639,140267,140141,论文合作,合作次数,2.0
26640,140267,140036,论文合作,合作次数,13.0
26641,140267,005943,论文合作,合作次数,1.0
26642,140267,140261,论文合作,合作次数,1.0
26643,140267,050090,论文合作,合作次数,5.0
26644,140267,150149,论文合作,合作次数,1.0
26645,140267,130248,论文合作,合作次数,1.0
26646,140267,130137,论文合作,合作次数,2.0
26647,140267,200586,论文合作,合作次数,6.0
26648,140267,210197,论文合作,合作次数,2.0
26649,140267,220155,论文合作,合作次数,9.0
26650,020184,070008,论文合作,合作次数,2.0
26651,020184,170006,论文合作,合作次数,2.0
26652,020184,880146,论文合作,合作次数,3.0
26653,020184,120312,论文合作,合作次数,78.0
26654,020184,160280,论文合作,合作次数,6.0
26655,020184,080010,论文合作,合作次数,13.0
26656,020184,040049,论文合作,合作次数,97.0
26657,020184,060053,论文合作,合作次数,96.0
26658,020184,200536,论文合作,合作次数,21.0
26659,020184,197107,论文合作,合作次数,1.0
26660,020185,110181,论文合作,合作次数,4.0
26661,020185,030051,论文合作,合作次数,1.0
26662,020185,020187,论文合作,合作次数,7.0
26663,020185,105155,论文合作,合作次数,1.0
26664,020185,100160,论文合作,合作次数,2.0
26665,020185,005021,论文合作,合作次数,6.0
26666,020185,013061,论文合作,合作次数,4.0
26667,020185,004199,论文合作,合作次数,2.0
26668,020185,155378,论文合作,合作次数,1.0
26669,020185,132002,论文合作,合作次数,1.0
26670,020185,120256,论文合作,合作次数,6.0
26671,020185,130004,论文合作,合作次数,28.0
26672,020186,040089,论文合作,合作次数,1.0
26673,030009,110185,论文合作,合作次数,7.0
26674,030009,020180,论文合作,合作次数,8.0
26675,030009,060116,论文合作,合作次数,3.0
26676,030009,120001,论文合作,合作次数,1.0
26677,030009,020156,论文合作,合作次数,1.0
26678,040077,120117,论文合作,合作次数,1.0
26679,040077,050124,论文合作,合作次数,4.0
26680,040077,060144,论文合作,合作次数,2.0
26681,040077,190113,论文合作,合作次数,1.0
26682,040077,190204,论文合作,合作次数,2.0
26683,040077,206175,论文合作,合作次数,6.0
26684,040077,200017,论文合作,合作次数,4.0
26685,040077,210002,论文合作,合作次数,2.0
26686,040077,190320,论文合作,合作次数,5.0
26687,040077,020149,论文合作,合作次数,1.0
26688,040079,002048,论文合作,合作次数,1.0
26689,040079,040028,论文合作,合作次数,2.0
26690,040079,004763,论文合作,合作次数,1.0
26691,040089,180308,论文合作,合作次数,3.0
26692,040089,180305,论文合作,合作次数,1.0
26693,040089,020130,论文合作,合作次数,5.0
26694,040089,006556,论文合作,合作次数,3.0
26695,040089,020186,论文合作,合作次数,1.0
26696,040089,180311,论文合作,合作次数,2.0
26697,040089,200529,论文合作,合作次数,1.0
26698,040099,020169,论文合作,合作次数,7.0
26699,040099,060136,论文合作,合作次数,2.0
26700,040099,160349,论文合作,合作次数,2.0
26701,040099,860271,论文合作,合作次数,2.0
26702,040099,812085,论文合作,合作次数,1.0
26703,040104,004875,论文合作,合作次数,1.0
26704,040104,150003,论文合作,合作次数,2.0
26705,040104,140002,论文合作,合作次数,2.0
26706,040104,120042,论文合作,合作次数,1.0
26707,040104,070015,论文合作,合作次数,1.0
26708,040104,190116,论文合作,合作次数,2.0
26709,060134,124013,论文合作,合作次数,3.0
26710,060134,000094,论文合作,合作次数,2.0
26711,060134,104024,论文合作,合作次数,3.0
26712,060134,110178,论文合作,合作次数,1.0
26713,060134,812008,论文合作,合作次数,1.0
26714,060134,020128,论文合作,合作次数,1.0
26715,060134,006208,论文合作,合作次数,2.0
26716,060134,120205,论文合作,合作次数,1.0
26717,060134,000096,论文合作,合作次数,31.0
26718,060134,110122,论文合作,合作次数,1.0
26719,060134,125520,论文合作,合作次数,1.0
26720,060134,006014,论文合作,合作次数,2.0
26721,060134,124092,论文合作,合作次数,1.0
26722,060134,880089,论文合作,合作次数,1.0
26723,060134,005818,论文合作,合作次数,4.0
26724,060134,190553,论文合作,合作次数,36.0
26725,060134,190131,论文合作,合作次数,11.0
26726,060140,005327,论文合作,合作次数,2.0
26727,060140,006774,论文合作,合作次数,3.0
26728,060140,120265,论文合作,合作次数,1.0
26729,060143,090030,论文合作,合作次数,1.0
26730,060143,120004,论文合作,合作次数,1.0
26731,060143,005287,论文合作,合作次数,1.0
26732,060143,004641,论文合作,合作次数,3.0
26733,060143,160024,论文合作,合作次数,2.0
26734,060143,020094,论文合作,合作次数,1.0
26735,060143,190569,论文合作,合作次数,2.0
26736,060144,060060,论文合作,合作次数,2.0
26737,060144,040077,论文合作,合作次数,2.0
26738,060144,190550,论文合作,合作次数,1.0
26739,060149,130291,论文合作,合作次数,2.0
26740,060149,120219,论文合作,合作次数,3.0
26741,060149,005653,论文合作,合作次数,1.0
26742,060149,060086,论文合作,合作次数,6.0
26743,060149,030117,论文合作,合作次数,1.0
26744,060149,180160,论文合作,合作次数,1.0
26745,060149,180395,论文合作,合作次数,1.0
26746,060149,190338,论文合作,合作次数,2.0
26747,060149,230505,论文合作,合作次数,1.0
26748,060151,060093,论文合作,合作次数,4.0
26749,060151,006195,论文合作,合作次数,2.0
26750,060151,016187,论文合作,合作次数,2.0
26751,060151,050129,论文合作,合作次数,1.0
26752,060160,013033,论文合作,合作次数,1.0
26753,060160,140152,论文合作,合作次数,1.0
26754,060160,130321,论文合作,合作次数,1.0
26755,060160,013061,论文合作,合作次数,1.0
26756,060160,200538,论文合作,合作次数,1.0
26757,060160,013059,论文合作,合作次数,1.0
26758,015174,020193,论文合作,合作次数,1.0
26759,821844,820708,论文合作,合作次数,1.0
26760,821844,080062,论文合作,合作次数,1.0
26761,821849,821937,论文合作,合作次数,1.0
26762,821849,206957,论文合作,合作次数,1.0
26763,821881,820878,论文合作,合作次数,1.0
26764,821881,821997,论文合作,合作次数,1.0
26765,821881,820875,论文合作,合作次数,1.0
26766,060183,040102,论文合作,合作次数,4.0
26767,060183,120211,论文合作,合作次数,3.0
26768,060183,140014,论文合作,合作次数,12.0
26769,060183,100158,论文合作,合作次数,2.0
26770,060183,006349,论文合作,合作次数,13.0
26771,060186,200533,论文合作,合作次数,6.0
26772,015211,015220,论文合作,合作次数,2.0
26773,015211,871063,论文合作,合作次数,1.0
26774,015211,017006,论文合作,合作次数,2.0
26775,015211,016011,论文合作,合作次数,6.0
26776,015211,132516,论文合作,合作次数,1.0
26777,015217,130242,论文合作,合作次数,3.0
26778,015217,014041,论文合作,合作次数,2.0
26779,015217,091058,论文合作,合作次数,1.0
26780,015217,070061,论文合作,合作次数,1.0
26781,015217,100164,论文合作,合作次数,8.0
26782,015217,100082,论文合作,合作次数,1.0
26783,015217,120106,论文合作,合作次数,1.0
26784,015217,090052,论文合作,合作次数,3.0
26785,015217,013040,论文合作,合作次数,3.0
26786,015217,812085,论文合作,合作次数,1.0
26787,015217,014026,论文合作,合作次数,1.0
26788,015217,012040,论文合作,合作次数,1.0
26789,015217,011012,论文合作,合作次数,4.0
26790,015217,812469,论文合作,合作次数,1.0
26791,015217,030031,论文合作,合作次数,2.0
26792,015217,015249,论文合作,合作次数,1.0
26793,015217,015250,论文合作,合作次数,1.0
26794,015217,100026,论文合作,合作次数,4.0
26795,015217,030064,论文合作,合作次数,4.0
26796,821912,820857,论文合作,合作次数,1.0
26797,821912,092027,论文合作,合作次数,1.0
26798,821912,132008,论文合作,合作次数,1.0
26799,821912,162009,论文合作,合作次数,1.0
26800,821937,142026,论文合作,合作次数,2.0
26801,821937,821457,论文合作,合作次数,2.0
26802,821937,102049,论文合作,合作次数,1.0
26803,821937,122007,论文合作,合作次数,1.0
26804,821937,722670,论文合作,合作次数,1.0
26805,821937,821849,论文合作,合作次数,1.0
26806,821937,206957,论文合作,合作次数,1.0
26807,821937,821454,论文合作,合作次数,1.0
26808,821977,092011,论文合作,合作次数,1.0
26809,821977,152023,论文合作,合作次数,1.0
26810,821977,820904,论文合作,合作次数,1.0
26811,040107,016060,论文合作,合作次数,5.0
26812,040107,016187,论文合作,合作次数,3.0
26813,040114,160293,论文合作,合作次数,1.0
26814,040115,140246,论文合作,合作次数,1.0
26815,040115,005418,论文合作,合作次数,1.0
26816,040115,012137,论文合作,合作次数,1.0
26817,040115,003777,论文合作,合作次数,1.0
26818,040115,006707,论文合作,合作次数,1.0
26819,040115,020085,论文合作,合作次数,1.0
26820,040115,016187,论文合作,合作次数,1.0
26821,040131,030066,论文合作,合作次数,1.0
26822,040131,050183,论文合作,合作次数,1.0
26823,030073,871110,论文合作,合作次数,1.0
26824,030073,013096,论文合作,合作次数,2.0
26825,030082,080004,论文合作,合作次数,2.0
26826,030086,005670,论文合作,合作次数,1.0
26827,030086,040110,论文合作,合作次数,7.0
26828,030086,030097,论文合作,合作次数,3.0
26829,030086,160059,论文合作,合作次数,4.0
26830,030108,004965,论文合作,合作次数,4.0
26831,030108,004907,论文合作,合作次数,1.0
26832,030114,130007,论文合作,合作次数,1.0
26833,030114,110161,论文合作,合作次数,3.0
26834,030114,860646,论文合作,合作次数,1.0
26835,030114,020016,论文合作,合作次数,1.0
26836,030114,860697,论文合作,合作次数,1.0
26837,030114,090203,论文合作,合作次数,2.0
26838,030114,005300,论文合作,合作次数,1.0
26839,030114,180375,论文合作,合作次数,2.0
26840,030114,200587,论文合作,合作次数,2.0
26841,030114,070074,论文合作,合作次数,1.0
26842,030117,060149,论文合作,合作次数,1.0
26843,030120,130015,论文合作,合作次数,1.0
26844,030120,040233,论文合作,合作次数,6.0
26845,030121,120148,论文合作,合作次数,2.0
26846,030121,070051,论文合作,合作次数,1.0
26847,030121,120274,论文合作,合作次数,1.0
26848,030121,090063,论文合作,合作次数,6.0
26849,030121,123138,论文合作,合作次数,1.0
26850,030121,070159,论文合作,合作次数,1.0
26851,030121,113061,论文合作,合作次数,1.0
26852,030121,073116,论文合作,合作次数,1.0
26853,030121,110004,论文合作,合作次数,1.0
26854,030121,133090,论文合作,合作次数,1.0
26855,030121,180033,论文合作,合作次数,1.0
26856,030121,130304,论文合作,合作次数,1.0
26857,030121,120146,论文合作,合作次数,1.0
26858,030129,180363,论文合作,合作次数,1.0
26859,040145,110073,论文合作,合作次数,1.0
26860,040150,012076,论文合作,合作次数,4.0
26861,040150,014190,论文合作,合作次数,1.0
26862,040150,060129,论文合作,合作次数,1.0
26863,040150,040152,论文合作,合作次数,2.0
26864,040150,011121,论文合作,合作次数,5.0
26865,040150,070160,论文合作,合作次数,3.0
26866,040150,822052,论文合作,合作次数,2.0
26867,040150,113006,论文合作,合作次数,2.0
26868,040150,112026,论文合作,合作次数,1.0
26869,040150,060145,论文合作,合作次数,6.0
26870,040150,030187,论文合作,合作次数,1.0
26871,040150,822166,论文合作,合作次数,1.0
26872,040150,011026,论文合作,合作次数,6.0
26873,040150,821577,论文合作,合作次数,3.0
26874,040150,175315,论文合作,合作次数,4.0
26875,040150,110084,论文合作,合作次数,1.0
26876,040150,105180,论文合作,合作次数,1.0
26877,040150,182009,论文合作,合作次数,2.0
26878,040150,200539,论文合作,合作次数,11.0
26879,040160,160296,论文合作,合作次数,1.0
26880,040160,122027,论文合作,合作次数,1.0
26881,040160,160284,论文合作,合作次数,1.0
26882,040160,102032,论文合作,合作次数,3.0
26883,040160,006050,论文合作,合作次数,15.0
26884,040160,820854,论文合作,合作次数,4.0
26885,040160,030042,论文合作,合作次数,10.0
26886,040160,122017,论文合作,合作次数,4.0
26887,040160,821093,论文合作,合作次数,1.0
26888,040160,092025,论文合作,合作次数,1.0
26889,040175,030178,论文合作,合作次数,9.0
26890,040175,220521,论文合作,合作次数,5.0
26891,063006,043028,论文合作,合作次数,2.0
26892,063006,063029,论文合作,合作次数,1.0
26893,063006,123030,论文合作,合作次数,1.0
26894,063006,143066,论文合作,合作次数,1.0
26895,063006,831247,论文合作,合作次数,1.0
26896,063006,153089,论文合作,合作次数,1.0
26897,063006,030051,论文合作,合作次数,5.0
26898,063006,173001,论文合作,合作次数,11.0
26899,063006,143073,论文合作,合作次数,8.0
26900,063006,152003,论文合作,合作次数,1.0
26901,063006,133124,论文合作,合作次数,2.0
26902,063006,123131,论文合作,合作次数,1.0
26903,063006,103078,论文合作,合作次数,1.0
26904,063006,831206,论文合作,合作次数,2.0
26905,063006,831135,论文合作,合作次数,1.0
26906,063006,123147,论文合作,合作次数,6.0
26907,063006,100160,论文合作,合作次数,3.0
26908,063006,070159,论文合作,合作次数,2.0
26909,063006,120042,论文合作,合作次数,1.0
26910,063006,103003,论文合作,合作次数,4.0
26911,063006,153108,论文合作,合作次数,8.0
26912,063006,143110,论文合作,合作次数,3.0
26913,063006,150179,论文合作,合作次数,2.0
26914,063006,831243,论文合作,合作次数,4.0
26915,063006,132002,论文合作,合作次数,1.0
26916,063006,183054,论文合作,合作次数,8.0
26917,063006,120256,论文合作,合作次数,4.0
26918,063006,170209,论文合作,合作次数,1.0
26919,063006,143007,论文合作,合作次数,1.0
26920,063006,730016,论文合作,合作次数,1.0
26921,063006,180340,论文合作,合作次数,1.0
26922,063006,731427,论文合作,合作次数,7.0
26923,063006,183476,论文合作,合作次数,2.0
26924,063006,830544,论文合作,合作次数,1.0
26925,063006,230556,论文合作,合作次数,1.0
26926,063023,830426,论文合作,合作次数,1.0
26927,063023,073041,论文合作,合作次数,1.0
26928,063023,812008,论文合作,合作次数,1.0
26929,063023,830397,论文合作,合作次数,1.0
